"Cluster","Mutation_Level","Copy_Number_Alteration","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"9_15.AMP","9_15","AMP","hsa04140","Autophagy - animal","10/110","137/7925",1.85007268692815e-05,0.00013726345741725,6.72182606116508e-05,"208/8678/1508/3265/3845/5594/5595/5562/4218/6009",10
"9_15.AMP","9_15","AMP","hsa05225","Hepatocellular carcinoma","11/110","168/7925",1.94490439820777e-05,0.000139790003621184,6.84555166474447e-05,"208/8313/1026/1452/1871/3265/3845/51176/5594/5595/7039",11
"9_15.AMP","9_15","AMP","hsa05203","Viral carcinogenesis","12/110","201/7925",2.02970870003025e-05,0.000141464545759684,6.92755441477629e-05,"1026/3106/3133/3265/3845/5594/5595/4193/5829/387/6714/6722",12
"9_15.AMP","9_15","AMP","hsa05206","MicroRNAs in cancer","15/110","310/7925",2.22256001823641e-05,0.000150349648292463,7.36266012233114e-05,"10018/113130/1026/1398/1871/6624/3265/3845/5594/5595/4193/4194/387/10253/7422",15
"9_15.AMP","9_15","AMP","hsa05152","Tuberculosis","11/110","179/7925",3.51313916442252e-05,0.000225773682865355,0.000110561940808206,"208/8915/3123/3569/5594/5595/4615/387/6714/7132/7421",11
"9_15.AMP","9_15","AMP","hsa05221","Acute myeloid leukemia","7/110","67/7925",3.58973856051845e-05,0.000225773682865355,0.000110561940808206,"208/3265/3845/51176/5594/5595/861",7
"9_15.AMP","9_15","AMP","hsa04722","Neurotrophin signaling pathway","9/110","119/7925",3.73017389081892e-05,0.000225773682865355,0.000110561940808206,"208/1398/10818/3265/3845/5594/5595/5906/387",9
"9_15.AMP","9_15","AMP","hsa04919","Thyroid hormone signaling pathway","9/110","119/7925",3.73017389081892e-05,0.000225773682865355,0.000110561940808206,"208/3265/3845/5594/5595/4193/6009/6513/6714",9
"9_15.AMP","9_15","AMP","hsa05135","Yersinia infection","9/110","120/7925",3.98640351479212e-05,0.000235095591897997,0.00011512690312625,"208/1398/3569/5594/5595/4615/5829/387/6714",9
"9_15.AMP","9_15","AMP","hsa04010","MAPK signaling pathway","14/110","295/7925",5.28334393529853e-05,0.000303792276279665,0.000148767842388669,"208/1398/2247/3265/3845/5594/5595/4615/5058/5906/6722/7039/7132/7422",14
"9_15.AMP","9_15","AMP","hsa04062","Chemokine signaling pathway","11/110","189/7925",5.78716875604218e-05,0.00032464605216822,0.000158979988933636,"208/1398/3265/3845/5594/5595/5058/5829/5906/387/6714",11
"9_15.AMP","9_15","AMP","hsa04215","Apoptosis - multiple species","5/110","32/7925",7.02417287191089e-05,0.000384657085842739,0.00018836754318157,"10018/8678/79444/7132/331",5
"9_15.AMP","9_15","AMP","hsa05161","Hepatitis B","10/110","162/7925",7.80981547109317e-05,0.000415024276661286,0.000203238432964565,"208/1026/1871/3265/3569/3845/5594/5595/4615/6714",10
"9_15.AMP","9_15","AMP","hsa04650","Natural killer cell mediated cytotoxicity","9/110","131/7925",7.93959485786807e-05,0.000415024276661286,0.000203238432964565,"3002/3106/3133/3265/3845/5594/5595/100507436/5058",9
"9_15.AMP","9_15","AMP","hsa04660","T cell receptor signaling pathway","8/110","104/7925",9.10306745480729e-05,0.000465267892134595,0.000227842857933188,"208/8915/3265/3845/5594/5595/5058/387",8
"9_15.AMP","9_15","AMP","hsa05020","Prion diseases","5/110","35/7925",0.000109545723863146,0.000547728619315729,0.000268224083600838,"3569/5594/5595/5621/10963",5
"9_15.AMP","9_15","AMP","hsa04015","Rap1 signaling pathway","11/110","210/7925",0.000149051799174802,0.000729402421493711,0.000357190201829872,"208/1398/2247/3265/3845/5594/5595/5906/387/6714/7422",11
"9_15.AMP","9_15","AMP","hsa05145","Toxoplasmosis","8/110","112/7925",0.00015332174825147,0.000734666710371627,0.000359768137344458,"208/79444/3123/5594/5595/4615/7132/331",8
"9_15.AMP","9_15","AMP","hsa04810","Regulation of actin cytoskeleton","11/110","213/7925",0.000168918667612783,0.000792883541855919,0.000388277066263539,"1398/2247/3265/3845/5594/5595/5058/5305/5829/387/6714",11
"9_15.AMP","9_15","AMP","hsa05332","Graft-versus-host disease","5/110","41/7925",0.000236690635213811,0.00108877692198353,0.000533176799323742,"3002/3106/3123/3133/3569",5
"9_15.AMP","9_15","AMP","hsa05202","Transcriptional misregulation in cancer","10/110","186/7925",0.000244543209513689,0.00110284192525782,0.000540064466831058,"466/1025/1026/2118/3002/3486/3569/4193/5077/861",10
"9_15.AMP","9_15","AMP","hsa04150","mTOR signaling pathway","9/110","153/7925",0.000259671682488441,0.00114854782639118,0.000562446761665247,"208/3265/3845/5594/5595/5562/6009/387/7132",9
"9_15.AMP","9_15","AMP","hsa04014","Ras signaling pathway","11/110","232/7925",0.000354692754056102,0.00153853269463354,0.000753423333298805,"208/2247/3265/3845/5594/5595/5058/5906/387/7039/7422",11
"9_15.AMP","9_15","AMP","hsa04151","PI3K-Akt signaling pathway","14/110","354/7925",0.000361220719609614,0.00153853269463354,0.000753423333298805,"208/10018/1026/2247/3265/3569/3845/5594/5595/4193/5562/6009/7039/7422",14
"9_15.AMP","9_15","AMP","hsa04917","Prolactin signaling pathway","6/110","70/7925",0.000397506676107964,0.00166230064554239,0.000814032810402912,"208/3265/3845/5594/5595/6714",6
"9_15.AMP","9_15","AMP","hsa04520","Adherens junction","6/110","71/7925",0.000429357976377462,0.001763434545836,0.000863558335947151,"51176/5594/5595/387/6615/6714",6
"9_15.AMP","9_15","AMP","hsa04933","AGE-RAGE signaling pathway in diabetic complications","7/110","100/7925",0.000454041435089131,0.00177394045904138,0.000868703108088912,"208/3265/3569/3845/5594/5595/7422",7
"9_15.AMP","9_15","AMP","hsa05130","Pathogenic Escherichia coli infection","10/110","201/7925",0.000455054291667136,0.00177394045904138,0.000868703108088912,"2597/3569/5594/5595/4615/5058/387/9368/7132/10376",10
"9_15.AMP","9_15","AMP","hsa05169","Epstein-Barr virus infection","10/110","201/7925",0.000455054291667136,0.00177394045904138,0.000868703108088912,"208/10018/1026/1871/3106/3123/3133/3569/4193/4615",10
"9_15.AMP","9_15","AMP","hsa01524","Platinum drug resistance","6/110","73/7925",0.000499021095616501,0.00191291419986325,0.00093675889878887,"208/1026/5594/5595/4193/331",6
"9_15.AMP","9_15","AMP","hsa04530","Tight junction","9/110","169/7925",0.000541070845181656,0.00204010318675051,0.000999043665822902,"5562/4218/5906/387/861/9368/6714/10376/8531",9
"9_15.AMP","9_15","AMP","hsa04910","Insulin signaling pathway","8/110","137/7925",0.000605323505335504,0.00224555493914784,0.00109965390612732,"208/1398/3265/3845/5594/5595/5562/6009",8
"9_15.AMP","9_15","AMP","hsa04915","Estrogen signaling pathway","8/110","138/7925",0.000635267607011984,0.00231923094623423,0.001135733232252,"208/3265/3845/5594/5595/5443/6714/7039",8
"9_15.AMP","9_15","AMP","hsa05418","Fluid shear stress and atherosclerosis","8/110","139/7925",0.000666398585880618,0.00239486991800847,0.00117277382712543,"208/5562/387/6382/6385/6714/7132/7422",8
"9_15.AMP","9_15","AMP","hsa04550","Signaling pathways regulating pluripotency of stem cells","8/110","140/7925",0.000698750993257199,0.0024725035146024,0.00121079119479385,"208/8313/2247/3265/3845/3976/5594/5595",8
"9_15.AMP","9_15","AMP","hsa04621","NOD-like receptor signaling pathway","9/110","181/7925",0.000886739366361066,0.00309015233731887,0.00151325537800054,"1508/3569/5594/5595/4615/5027/387/10628/331",9
"9_15.AMP","9_15","AMP","hsa04662","B cell receptor signaling pathway","6/110","82/7925",0.00092805794406947,0.00318587055426833,0.001560128829779,"208/8915/3265/3845/5594/5595",6
"9_15.AMP","9_15","AMP","hsa04921","Oxytocin signaling pathway","8/110","153/7925",0.00124725882238655,0.0042090811470058,0.00206119763262984,"1026/3265/3845/5594/5595/5562/387/6714",8
"9_15.AMP","9_15","AMP","hsa04071","Sphingolipid signaling pathway","7/110","119/7925",0.00128102469691481,0.0042090811470058,0.00206119763262984,"208/3265/3845/5594/5595/387/7132",7
"9_15.AMP","9_15","AMP","hsa04935","Growth hormone synthesis, secretion and action","7/110","119/7925",0.00128102469691481,0.0042090811470058,0.00206119763262984,"208/1398/3265/3486/3845/5594/5595",7
"9_15.AMP","9_15","AMP","hsa04540","Gap junction","6/110","88/7925",0.00134309364275901,0.00427193764156299,0.00209197861623451,"3265/3845/5594/5595/6714/10376",6
"9_15.AMP","9_15","AMP","hsa04934","Cushing syndrome","8/110","155/7925",0.00135587586014825,0.00427193764156299,0.00209197861623451,"8313/1026/1871/51176/5594/5595/5443/5906",8
"9_15.AMP","9_15","AMP","hsa05160","Hepatitis C","8/110","155/7925",0.00135587586014825,0.00427193764156299,0.00209197861623451,"208/1026/1871/3265/3845/5594/5595/7132",8
"9_15.AMP","9_15","AMP","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/110","89/7925",0.00142417700911264,0.00442649610940416,0.0021676662869851,"208/3265/3845/5594/5595/4615",6
"9_15.AMP","9_15","AMP","hsa04666","Fc gamma R-mediated phagocytosis","6/110","93/7925",0.00178646644090854,0.0054579871540632,0.00267279004798518,"208/1398/5594/5595/65108/5058",6
"9_15.AMP","9_15","AMP","hsa05330","Allograft rejection","4/110","38/7925",0.00180350879873393,0.0054579871540632,0.00267279004798518,"3002/3106/3123/3133",4
"9_15.AMP","9_15","AMP","hsa04929","GnRH secretion","5/110","64/7925",0.00187037796369039,0.0055868432681661,0.00273589121141315,"208/3265/3845/5594/5595",5
"9_15.AMP","9_15","AMP","hsa04926","Relaxin signaling pathway","7/110","129/7925",0.00204115636130901,0.0060187943987317,0.00294741876734229,"208/3265/3845/5594/5595/6714/7422",7
"9_15.AMP","9_15","AMP","hsa04720","Long-term potentiation","5/110","67/7925",0.00229256812596177,0.00667456543001527,0.00326855149204409,"3265/3845/5594/5595/5906",5
"9_15.AMP","9_15","AMP","hsa05231","Choline metabolism in cancer","6/110","98/7925",0.00233309179453223,0.00670763890928015,0.00328474765809142,"208/3265/3845/5594/5595/6009",6
"9_15.AMP","9_15","AMP","hsa05164","Influenza A","8/110","170/7925",0.00243202888320903,0.00686517653810093,0.00336189423147276,"208/3123/3569/5594/5595/4615/7132/7514",8
"9_15.AMP","9_15","AMP","hsa04664","Fc epsilon RI signaling pathway","5/110","68/7925",0.0024475846788012,0.00686517653810093,0.00336189423147276,"208/3265/3845/5594/5595",5
"9_15.AMP","9_15","AMP","hsa04920","Adipocytokine signaling pathway","5/110","69/7925",0.00261008866727797,0.00723277582498715,0.00354190852756808,"208/5443/5562/6513/7132",5
"9_15.AMP","9_15","AMP","hsa04916","Melanogenesis","6/110","101/7925",0.00271657521890935,0.00743824167082323,0.00364252566946492,"3265/3845/51176/5594/5595/5443",6
"9_15.AMP","9_15","AMP","hsa05142","Chagas disease (American trypanosomiasis)","6/110","102/7925",0.00285435826660893,0.00758589292806343,0.00371483086179765,"208/3569/5594/5595/4615/7132",6
"9_15.AMP","9_15","AMP","hsa04940","Type I diabetes mellitus","4/110","43/7925",0.00285932351282028,0.00758589292806343,0.00371483086179765,"3002/3106/3123/3133",4
"9_15.AMP","9_15","AMP","hsa04371","Apelin signaling pathway","7/110","137/7925",0.0028694464553979,0.00758589292806343,0.00371483086179765,"208/8678/3265/3845/5594/5595/5562",7
"9_15.AMP","9_15","AMP","hsa04115","p53 signaling pathway","5/110","72/7925",0.00314459839359062,0.00812900796528051,0.00398079566263164,"1026/3486/4193/4194/50484",5
"9_15.AMP","9_15","AMP","hsa04620","Toll-like receptor signaling pathway","6/110","104/7925",0.00314557264743463,0.00812900796528051,0.00398079566263164,"208/1513/3569/5594/5595/4615",6
"9_15.AMP","9_15","AMP","hsa04928","Parathyroid hormone synthesis, secretion and action","6/110","106/7925",0.00345845409843788,0.00883827158489681,0.00432812384248951,"1026/5594/5595/387/9368/7421",6
"9_15.AMP","9_15","AMP","hsa04659","Th17 cell differentiation","6/110","107/7925",0.0036233228614624,0.00915784899050936,0.00448462170244623,"3123/3569/3662/5594/5595/861",6
"9_15.AMP","9_15","AMP","hsa05133","Pertussis","5/110","76/7925",0.00397468749146886,0.00982987229072944,0.00481371320415583,"3569/5594/5595/4615/387",5
"9_15.AMP","9_15","AMP","hsa05140","Leishmaniasis","5/110","76/7925",0.00397468749146886,0.00982987229072944,0.00481371320415583,"3123/5594/5595/65108/4615",5
"9_15.AMP","9_15","AMP","hsa04072","Phospholipase D signaling pathway","7/110","148/7925",0.00440328978014226,0.0107586212052,0.00526852388538398,"208/3265/3845/5594/5595/6009/387",7
"9_15.AMP","9_15","AMP","hsa04612","Antigen processing and presentation","5/110","78/7925",0.00444377832388696,0.0107586212052,0.00526852388538398,"821/1508/3106/3123/3133",5
"9_15.AMP","9_15","AMP","hsa04668","TNF signaling pathway","6/110","112/7925",0.00453683319259766,0.0108694961905986,0.005322819644824,"208/3569/3976/5594/5595/7132",6
"9_15.AMP","9_15","AMP","hsa05320","Autoimmune thyroid disease","4/110","53/7925",0.00610295210093846,0.0144709173527407,0.0070864446532872,"3002/3106/3123/3133",4
"9_15.AMP","9_15","AMP","hsa04611","Platelet activation","6/110","124/7925",0.00741095198753587,0.0172296490710505,0.00843740251991947,"208/5594/5595/5906/387/6714",6
"9_15.AMP","9_15","AMP","hsa00480","Glutathione metabolism","4/110","56/7925",0.00741624025232174,0.0172296490710505,0.00843740251991947,"2539/373156/4953/50484",4
"9_15.AMP","9_15","AMP","hsa04144","Endocytosis","9/110","249/7925",0.00758644220430647,0.0174488170699049,0.00854472964063992,"10938/3106/3133/3265/4193/4218/387/6714/51534",9
"9_15.AMP","9_15","AMP","hsa04211","Longevity regulating pathway","5/110","89/7925",0.00775040789227804,0.0176494437150886,0.00864297701379625,"208/3265/3845/5562/6009",5
"9_15.AMP","9_15","AMP","hsa05222","Small cell lung cancer","5/110","92/7925",0.00888781129845236,0.0200411431239612,0.00981419823461716,"208/79444/1026/1871/331",5
"9_15.AMP","9_15","AMP","hsa04912","GnRH signaling pathway","5/110","93/7925",0.0092912968017219,0.0207475559650101,0.0101601303810347,"3265/3845/5594/5595/6714",5
"9_15.AMP","9_15","AMP","hsa04730","Long-term depression","4/110","60/7925",0.00943960794121265,0.0208709470484473,0.0102205553051893,"3265/3845/5594/5595",4
"9_15.AMP","9_15","AMP","hsa05010","Alzheimer disease","7/110","171/7925",0.00952804104385637,0.0208709470484473,0.0102205553051893,"102/6868/2597/5594/5595/7132/7386",7
"9_15.AMP","9_15","AMP","hsa04213","Longevity regulating pathway - multiple species","4/110","62/7925",0.0105736911449407,0.0229429147484563,0.011235203103363,"208/3265/3845/5562",4
"9_15.AMP","9_15","AMP","hsa04914","Progesterone-mediated oocyte maturation","5/110","99/7925",0.0119805592069728,0.0257526039028387,0.0126111149547082,"208/6790/3845/5594/5595",5
"9_15.AMP","9_15","AMP","hsa04137","Mitophagy - animal","4/110","65/7925",0.0124343551608117,0.0264805711758027,0.0129676023606906,"8678/3265/3845/6714",4
"9_15.AMP","9_15","AMP","hsa04360","Axon guidance","7/110","181/7925",0.0127657746293672,0.0269369556399492,0.013191094981577,"3265/3845/5594/5595/5058/387/6714",7
"9_15.AMP","9_15","AMP","hsa05131","Shigellosis","4/110","67/7925",0.0137842669204171,0.0288216490154175,0.0141140340716232,"1398/5594/5595/6714",4
"9_15.AMP","9_15","AMP","hsa04960","Aldosterone-regulated sodium reabsorption","3/110","37/7925",0.0143544906431948,0.0297435391705838,0.0145654860011555,"3845/5594/5595",3
"9_15.AMP","9_15","AMP","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","4/110","70/7925",0.0159782215984029,0.0328124193538632,0.0160683243517774,"102/6868/5058/6714",4
"9_15.AMP","9_15","AMP","hsa04931","Insulin resistance","5/110","108/7925",0.0169379414504068,0.0344754560495005,0.0168827176077646,"208/3569/5562/6513/7132",5
"9_15.AMP","9_15","AMP","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","6/110","149/7925",0.0172728114314748,0.0348486546424491,0.017065473898133,"208/10018/3569/5562/7132/7386",6
"9_15.AMP","9_15","AMP","hsa05100","Bacterial invasion of epithelial cells","4/110","73/7925",0.0183803441758332,0.0367606883516663,0.0180018016184361,"1398/5829/387/6714",4
"9_15.AMP","9_15","AMP","hsa04725","Cholinergic synapse","5/110","112/7925",0.0195225498195314,0.0387085039525191,0.0189556518211421,"208/3265/3845/5594/5595",5
"9_15.AMP","9_15","AMP","hsa05132","Salmonella infection","4/110","80/7925",0.0248229400906142,0.0487972326567629,0.0238961276625796,"3569/5594/5595/4615",4
"9_15.DEL","9_15","DEL","hsa04110","Cell cycle","8/41","124/7925",1.77548925938713e-07,2.46793007054812e-05,1.75679989876201e-05,"595/983/1111/11200/8454/2932/3066/7465",8
"9_15.DEL","9_15","DEL","hsa04218","Cellular senescence","8/41","160/7925",1.25676078482589e-06,8.73448745453996e-05,6.21765861966495e-05,"8945/595/983/1111/11200/2309/23411/7046",8
"9_15.DEL","9_15","DEL","hsa05170","Human immunodeficiency virus 1 infection","8/41","212/7925",1.02651168810643e-05,0.000475617082155978,0.000338568767305278,"567/8945/983/1111/8454/2353/2923/7465",8
"9_15.DEL","9_15","DEL","hsa04152","AMPK signaling pathway","6/41","120/7925",3.10046132043861e-05,0.00107741030885242,0.000766956221371657,"595/2309/5209/23411/6794/55437",6
"9_15.DEL","9_15","DEL","hsa05169","Epstein-Barr virus infection","7/41","201/7925",6.57406571467478e-05,0.00182759026867959,0.00130097300458827,"567/595/3066/2923/5708/5713/864",7
"9_15.DEL","9_15","DEL","hsa05166","Human T-cell leukemia virus 1 infection","7/41","219/7925",0.000112894448742558,0.00237427770742297,0.00169013331690843,"567/595/1111/11200/2353/6908/7046",7
"9_15.DEL","9_15","DEL","hsa04340","Hedgehog signaling pathway","4/41","50/7925",0.000119567942100437,0.00237427770742297,0.00169013331690843,"8945/595/8454/2932",4
"9_15.DEL","9_15","DEL","hsa04310","Wnt signaling pathway","6/41","160/7925",0.000154469499357662,0.00268390755133937,0.00191054380784476,"8945/595/1457/8454/22943/2932",6
"9_15.DEL","9_15","DEL","hsa04141","Protein processing in endoplasmic reticulum","6/41","166/7925",0.00018895064341284,0.00291823771493164,0.00207735210301836,"267/10134/8454/64215/7184/2923",6
"9_15.DEL","9_15","DEL","hsa04917","Prolactin signaling pathway","4/41","70/7925",0.000441797609028992,0.00614098676550299,0.00437147107881319,"595/2353/2309/2932",4
"9_15.DEL","9_15","DEL","hsa04115","p53 signaling pathway","4/41","72/7925",0.000492029371291182,0.00615629142901083,0.0043823657275806,"595/983/1111/11200",4
"9_15.DEL","9_15","DEL","hsa04068","FoxO signaling pathway","5/41","131/7925",0.000531478396749136,0.00615629142901083,0.0043823657275806,"595/2309/23411/6794/7046",5
"9_15.DEL","9_15","DEL","hsa05210","Colorectal cancer","4/41","86/7925",0.000963969808841724,0.0103070618022307,0.00733709814017183,"595/2353/2932/7046",4
"9_15.DEL","9_15","DEL","hsa05215","Prostate cancer","4/41","97/7925",0.00150969894921184,0.014989153852889,0.0106700527237529,"595/2932/2950/7184",4
"9_15.DEL","9_15","DEL","hsa05225","Hepatocellular carcinoma","5/41","168/7925",0.00163016705004605,0.0151062146637601,0.0107533826459178,"595/2932/2950/6598/7046",5
"9_15.DEL","9_15","DEL","hsa05213","Endometrial cancer","3/41","58/7925",0.00325585536664656,0.028285243497742,0.0201348950305774,"595/2309/2932",3
"9_15.DEL","9_15","DEL","hsa05203","Viral carcinogenesis","5/41","201/7925",0.00356212712060845,0.0291256276332103,0.0207331237979687,"595/983/1111/3066/6908",5
"9_15.DEL","9_15","DEL","hsa04213","Longevity regulating pathway - multiple species","3/41","62/7925",0.00393403826735365,0.030379517731231,0.0216257074345756,"2309/3066/23411",3
"9_15.DEL","9_15","DEL","hsa05162","Measles","4/41","138/7925",0.00541095393255373,0.0395853998223668,0.0281789290670388,"595/1457/2353/2932",4
"9_15.DEL","9_15","DEL","hsa05212","Pancreatic cancer","3/41","75/7925",0.00670550777824455,0.0460436417003929,0.0327762386962282,"595/5888/7046",3
"9_15.DEL","9_15","DEL","hsa05220","Chronic myeloid leukemia","3/41","76/7925",0.00695623363818885,0.0460436417003929,0.0327762386962282,"595/3066/7046",3
"9_15.DEL","9_15","DEL","hsa04150","mTOR signaling pathway","4/41","153/7925",0.00776675055178017,0.048011558485925,0.0341771033523434,"2932/8140/6794/55437",4
"9_15.DEL","9_15","DEL","hsa04390","Hippo signaling pathway","4/41","154/7925",0.00794435859839047,0.048011558485925,0.0341771033523434,"8945/595/2932/7046",4
"9_15.NA","9_15","NA","hsa05161","Hepatitis B","7/28","162/7925",1.08084465847791e-06,0.000151318252186907,0.000110359928286692,"1643/3454/3661/5609/4792/4089/7040",7
"9_15.NA","9_15","NA","hsa04380","Osteoclast differentiation","6/28","128/7925",4.44339118602455e-06,0.000213733055643203,0.000155880499228501,"2354/3454/3455/5609/4792/7040",6
"9_15.NA","9_15","NA","hsa05169","Epstein-Barr virus infection","7/28","201/7925",4.5799940494972e-06,0.000213733055643203,0.000155880499228501,"811/1643/3454/3455/3661/5609/4792",7
"9_15.NA","9_15","NA","hsa04620","Toll-like receptor signaling pathway","5/28","104/7925",2.73176211743463e-05,0.000956116741102121,0.000697318224713577,"3454/3455/3661/5609/4792",5
"9_15.NA","9_15","NA","hsa05166","Human T-cell leukemia virus 1 infection","6/28","219/7925",9.41067289166636e-05,0.00263498840966658,0.00192175846419292,"811/1958/4792/4089/7040/7417",6
"9_15.NA","9_15","NA","hsa05220","Chronic myeloid leukemia","4/28","76/7925",0.000134305385259297,0.00313379232271693,0.00228554778423716,"1643/4792/4089/7040",4
"9_15.NA","9_15","NA","hsa05160","Hepatitis C","5/28","155/7925",0.000183278423149029,0.00366556846298057,0.00267338451811365,"3454/3455/3661/4792/5518",5
"9_15.NA","9_15","NA","hsa04350","TGF-beta signaling pathway","4/28","94/7925",0.000305584771021076,0.00534773349286884,0.003900226682769,"5518/4089/6667/7040",4
"9_15.NA","9_15","NA","hsa04621","NOD-like receptor signaling pathway","5/28","181/7925",0.000377077767720977,0.00544127162582934,0.00396844622334922,"3454/3455/3661/4792/7417",5
"9_15.NA","9_15","NA","hsa05142","Chagas disease (American trypanosomiasis)","4/28","102/7925",0.00041765404575679,0.00544127162582934,0.00396844622334922,"811/4792/5518/7040",4
"9_15.NA","9_15","NA","hsa05167","Kaposi sarcoma-associated herpesvirus infection","5/28","186/7925",0.000427528484886591,0.00544127162582934,0.00396844622334922,"3454/3455/3661/5609/4792",5
"9_15.NA","9_15","NA","hsa05162","Measles","4/28","138/7925",0.00130254930516459,0.0151964085602536,0.011083094964997,"3454/3455/3661/4792",4
"9_15.NA","9_15","NA","hsa05212","Pancreatic cancer","3/28","75/7925",0.00225003585187262,0.0242311553278589,0.0176723463669347,"1643/4089/7040",3
"9_15.NA","9_15","NA","hsa04530","Tight junction","4/28","169/7925",0.00273956886234401,0.0261220014938192,0.0190513845481238,"3308/5609/5518/7408",4
"9_15.NA","9_15","NA","hsa05164","Influenza A","4/28","170/7925",0.00279878587433777,0.0261220014938192,0.0190513845481238,"3454/3455/3661/4792",4
"9_15.NA","9_15","NA","hsa05210","Colorectal cancer","3/28","86/7925",0.00332280398051532,0.0290745348295091,0.0212047359282886,"1643/4089/7040",3
"9_15.NA","9_15","NA","hsa04657","IL-17 signaling pathway","3/28","94/7925",0.00427089585595383,0.0351720835196198,0.0256518203113016,"1994/2354/4792",3
"9_15.NA","9_15","NA","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/28","100/7925",0.00507976809479969,0.0395093074039976,0.0288150587833667,"1958/4089/7040",3
"9_15.NA","9_15","NA","hsa04659","Th17 cell differentiation","3/28","107/7925",0.00613344129577094,0.0430983143137123,0.0314326051761661,"4792/4089/7040",3
"9_15.NA","9_15","NA","hsa05170","Human immunodeficiency virus 1 infection","4/28","212/7925",0.00615690204481604,0.0430983143137123,0.0314326051761661,"811/3661/5609/4792",4
"NA.AMP","NA","AMP","hsa00240","Pyrimidine metabolism","2/7","57/7925",0.00104297920954338,0.0239377952005248,0.0178483560705667,"4830/4831",2
"NA.AMP","NA","AMP","hsa00983","Drug metabolism - other enzymes","2/7","79/7925",0.0019948162667104,0.0239377952005248,0.0178483560705667,"4830/4831",2
"NA.AMP","NA","AMP","hsa00230","Purine metabolism","2/7","130/7925",0.00531317780848766,0.0425054224679013,0.0316926395594001,"4830/4831",2
"NA.DEL","NA","DEL","hsa05216","Thyroid cancer","1/1","37/7925",0.00466876971608832,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05219","Bladder cancer","1/1","41/7925",0.00517350157728713,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05213","Endometrial cancer","1/1","58/7925",0.00731861198738193,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04730","Long-term depression","1/1","60/7925",0.007570977917981,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05223","Non-small cell lung cancer","1/1","66/7925",0.00832807570977934,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04720","Long-term potentiation","1/1","67/7925",0.00845425867507898,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05221","Acute myeloid leukemia","1/1","67/7925",0.00845425867507898,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05211","Renal cell carcinoma","1/1","69/7925",0.00870662460567828,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05218","Melanoma","1/1","72/7925",0.00908517350157745,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05212","Pancreatic cancer","1/1","75/7925",0.00946372239747639,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05214","Glioma","1/1","75/7925",0.00946372239747639,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05220","Chronic myeloid leukemia","1/1","76/7925",0.00958990536277593,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/1","79/7925",0.0099684542586751,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04012","ErbB signaling pathway","1/1","85/7925",0.0107255520504733,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05210","Colorectal cancer","1/1","86/7925",0.0108517350157731,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05215","Prostate cancer","1/1","97/7925",0.0122397476340694,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa01522","Endocrine resistance","1/1","98/7925",0.0123659305993692,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04914","Progesterone-mediated oocyte maturation","1/1","99/7925",0.0124921135646689,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04928","Parathyroid hormone synthesis, secretion and action","1/1","106/7925",0.0133753943217667,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04726","Serotonergic synapse","1/1","115/7925",0.0145110410094637,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04722","Neurotrophin signaling pathway","1/1","119/7925",0.0150157728706625,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04068","FoxO signaling pathway","1/1","131/7925",0.0165299684542586,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04650","Natural killer cell mediated cytotoxicity","1/1","131/7925",0.0165299684542586,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04270","Vascular smooth muscle contraction","1/1","132/7925",0.0166561514195582,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04910","Insulin signaling pathway","1/1","137/7925",0.0172870662460568,0.0260778128286014,NA,"673",1
