"Cluster","Mutation_Level","Copy_Number_Alteration","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"NA.NA","NA","NA","BP","GO:0003299","muscle hypertrophy in response to stress","3/27","32/17913",1.47118192353193e-05,0.000129595197467813,5.91826452644426e-05,"MIR155/MIR199A2/MIR214",3
"NA.NA","NA","NA","BP","GO:0014887","cardiac muscle adaptation","3/27","32/17913",1.47118192353193e-05,0.000129595197467813,5.91826452644426e-05,"MIR155/MIR199A2/MIR214",3
"NA.NA","NA","NA","BP","GO:0014898","cardiac muscle hypertrophy in response to stress","3/27","32/17913",1.47118192353193e-05,0.000129595197467813,5.91826452644426e-05,"MIR155/MIR199A2/MIR214",3
"NA.NA","NA","NA","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","4/27","101/17913",1.51224288965899e-05,0.000132369108632809,6.04494159757091e-05,"MIR21/MIR214/MIR221/MIR222",4
"NA.NA","NA","NA","BP","GO:0032963","collagen metabolic process","4/27","102/17913",1.57234951061165e-05,0.000136764740451315,6.24567829438591e-05,"CCN2/MIR149/MIR21/MIR29A",4
"NA.NA","NA","NA","BP","GO:1901223","negative regulation of NIK/NF-kappaB signaling","3/27","33/17913",1.6166747578882e-05,0.000139741324384961,6.38161088640078e-05,"MIR146A/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0036294","cellular response to decreased oxygen levels","5/27","220/17913",1.72921454065384e-05,0.000148540603088463,6.78345030658584e-05,"MIR146A/MIR155/MIR21/MIR214/MIR34A",5
"NA.NA","NA","NA","BP","GO:2001024","negative regulation of response to drug","3/27","34/17913",1.77134633481459e-05,0.000151220492657319,6.90583366399449e-05,"MIR155/MIR21/MIRLET7B",3
"NA.NA","NA","NA","BP","GO:0043502","regulation of muscle adaptation","4/27","106/17913",1.83050887450904e-05,0.000155312501438405,7.09270471233726e-05,"MIR155/MIR199A2/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:0001938","positive regulation of endothelial cell proliferation","4/27","107/17913",1.89964229092492e-05,0.000160195444411535,7.31569560048109e-05,"MIR146A/MIR21/MIR29A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0003300","cardiac muscle hypertrophy","4/27","108/17913",1.97067806496242e-05,0.000165178652354123,7.54326532043033e-05,"MIR155/MIR199A2/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:0022407","regulation of cell-cell adhesion","6/27","389/17913",2.02944299783219e-05,0.000168067045868378,7.67517049290458e-05,"MIR146A/MIR155/MIR21/MIR221/MIR222/MIR31",6
"NA.NA","NA","NA","BP","GO:0070482","response to oxygen levels","6/27","389/17913",2.02944299783219e-05,0.000168067045868378,7.67517049290458e-05,"CCN2/MIR146A/MIR155/MIR21/MIR214/MIR34A",6
"NA.NA","NA","NA","BP","GO:0060251","regulation of glial cell proliferation","3/27","36/17913",2.10929510643309e-05,0.000173640186440295,7.9296808512522e-05,"MIR146A/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0014897","striated muscle hypertrophy","4/27","111/17913",2.19552915028697e-05,0.000179669634014609,8.20502952458539e-05,"MIR155/MIR199A2/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:0010614","negative regulation of cardiac muscle hypertrophy","3/27","37/17913",2.29310417432811e-05,0.000186550769005634,8.51927247428401e-05,"MIR199A2/MIR21/MIR214",3
"NA.NA","NA","NA","BP","GO:0014896","muscle hypertrophy","4/27","113/17913",2.35554977644617e-05,0.000190510253849418,8.70009151041982e-05,"MIR155/MIR199A2/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:1901222","regulation of NIK/NF-kappaB signaling","4/27","114/17913",2.43869722250786e-05,0.000196088270856301,8.95482456245238e-05,"MIR146A/MIR149/MIR182/MIR21",4
"NA.NA","NA","NA","BP","GO:0071453","cellular response to oxygen levels","5/27","237/17913",2.47354727622812e-05,0.000197740802486907,9.0302912426947e-05,"MIR146A/MIR155/MIR21/MIR214/MIR34A",5
"NA.NA","NA","NA","BP","GO:0010939","regulation of necrotic cell death","3/27","39/17913",2.69171292277871e-05,0.000212722226983026,9.71445265363745e-05,"MIR155/MIR214/MIR221",3
"NA.NA","NA","NA","BP","GO:0014741","negative regulation of muscle hypertrophy","3/27","39/17913",2.69171292277871e-05,0.000212722226983026,9.71445265363745e-05,"MIR199A2/MIR21/MIR214",3
"NA.NA","NA","NA","BP","GO:0043500","muscle adaptation","4/27","121/17913",3.08250059123458e-05,0.000242221495322581,0.000110616049924686,"MIR155/MIR199A2/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:0019048","modulation by virus of host morphology or physiology","3/27","41/17913",3.13339108726272e-05,0.000244829371394596,0.000111806996869321,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0090257","regulation of muscle system process","5/27","251/17913",3.25632852031637e-05,0.000253005749640311,0.000115540929165572,"CCN2/MIR155/MIR199A2/MIR21/MIR214",5
"NA.NA","NA","NA","BP","GO:0051154","negative regulation of striated muscle cell differentiation","3/27","43/17913",3.62022138197342e-05,0.000278153676181624,0.00012702531164819,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0055026","negative regulation of cardiac muscle tissue development","3/27","43/17913",3.62022138197342e-05,0.000278153676181624,0.00012702531164819,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0032965","regulation of collagen biosynthetic process","3/27","44/17913",3.88121457028417e-05,0.000296559102248785,0.000135430575293428,"CCN2/MIR149/MIR29A",3
"NA.NA","NA","NA","BP","GO:1904892","regulation of STAT cascade","4/27","129/17913",3.96194921304344e-05,0.000301064602287861,0.000137488116126435,"MIR146A/MIR149/MIR155/MIR221",4
"NA.NA","NA","NA","BP","GO:0051146","striated muscle cell differentiation","5/27","263/17913",4.06982461253832e-05,0.000307571991209863,0.000140459865833937,"NIBAN2/MIR199A2/MIR200B/MIR206/MIR222",5
"NA.NA","NA","NA","BP","GO:0070266","necroptotic process","3/27","45/17913",4.15426877109194e-05,0.000312247484261965,0.000142595037909334,"MIR155/MIR214/MIR221",3
"NA.NA","NA","NA","BP","GO:0072593","reactive oxygen species metabolic process","5/27","269/17913",4.53158111077412e-05,0.000338766306821655,0.000154705471776072,"CCN2/CCN1/MIR155/MIR199A2/MIR21",5
"NA.NA","NA","NA","BP","GO:0044003","modification by symbiont of host morphology or physiology","3/27","48/17913",5.04834558597233e-05,0.000371375635393602,0.00016959727612449,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0101023","vascular endothelial cell proliferation","3/27","48/17913",5.04834558597233e-05,0.000371375635393602,0.00016959727612449,"MIR21/MIR29A/MIR34A",3
"NA.NA","NA","NA","BP","GO:1905562","regulation of vascular endothelial cell proliferation","3/27","48/17913",5.04834558597233e-05,0.000371375635393602,0.00016959727612449,"MIR21/MIR29A/MIR34A",3
"NA.NA","NA","NA","BP","GO:0010712","regulation of collagen metabolic process","3/27","49/17913",5.3721864969313e-05,0.000391038627645052,0.00017857683646309,"CCN2/MIR149/MIR29A",3
"NA.NA","NA","NA","BP","GO:0097300","programmed necrotic cell death","3/27","49/17913",5.3721864969313e-05,0.000391038627645052,0.00017857683646309,"MIR155/MIR214/MIR221",3
"NA.NA","NA","NA","BP","GO:0001837","epithelial to mesenchymal transition","4/27","140/17913",5.45462637354439e-05,0.000394960642649837,0.00018036791535556,"MIR149/MIR21/MIR221/MIR222",4
"NA.NA","NA","NA","BP","GO:0051053","negative regulation of DNA metabolic process","4/27","141/17913",5.60811568565995e-05,0.000403959582982693,0.000184477489659867,"NIBAN2/MIR146A/MIR155/MIR221",4
"NA.NA","NA","NA","BP","GO:0010718","positive regulation of epithelial to mesenchymal transition","3/27","50/17913",5.70935428323625e-05,0.000404924973011063,0.000184918357351781,"MIR21/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0014009","glial cell proliferation","3/27","50/17913",5.70935428323625e-05,0.000404924973011063,0.000184918357351781,"MIR146A/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:2000725","regulation of cardiac muscle cell differentiation","3/27","50/17913",5.70935428323625e-05,0.000404924973011063,0.000184918357351781,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0061041","regulation of wound healing","4/27","143/17913",5.92453510973431e-05,0.000418042451875641,0.000190908757563941,"MIR155/MIR199A2/MIR221/MIR34A",4
"NA.NA","NA","NA","BP","GO:0042542","response to hydrogen peroxide","4/27","144/17913",6.08754440558923e-05,0.000427364158016746,0.000195165730342161,"MIR155/MIR21/MIR34A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0051150","regulation of smooth muscle cell differentiation","3/27","52/17913",6.4246690076536e-05,0.000448753395837623,0.000204933620658807,"MIR21/MIR221/MIR34A",3
"NA.NA","NA","NA","BP","GO:0071236","cellular response to antibiotic","4/27","147/17913",6.59624930303214e-05,0.000458422753070022,0.000209349356351192,"MIR155/MIR21/MIR34A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0032964","collagen biosynthetic process","3/27","53/17913",6.80331250300478e-05,0.00047044905958278,0.000214841447463309,"CCN2/MIR149/MIR29A",3
"NA.NA","NA","NA","BP","GO:0016202","regulation of striated muscle tissue development","4/27","149/17913",6.9521856584919e-05,0.000478351878890263,0.000218450452741301,"NIBAN2/MIR199A2/MIR200B/MIR222",4
"NA.NA","NA","NA","BP","GO:0097696","STAT cascade","4/27","150/17913",7.13531530586447e-05,0.000488521835050028,0.000223094798515825,"MIR146A/MIR149/MIR155/MIR221",4
"NA.NA","NA","NA","BP","GO:0032715","negative regulation of interleukin-6 production","3/27","54/17913",7.19627599388529e-05,0.000490268458105584,0.00022389243434437,"MIR146A/MIR149/MIR155",3
"NA.NA","NA","NA","BP","GO:0030856","regulation of epithelial cell differentiation","4/27","151/17913",7.3219403326853e-05,0.000496384484318812,0.000226685459216263,"CDKN1C/MIR18B/MIR21/MIR34A",4
"NA.NA","NA","NA","BP","GO:1901861","regulation of muscle tissue development","4/27","152/17913",7.51210174011101e-05,0.00050433187895988,0.000230314820851641,"NIBAN2/MIR199A2/MIR200B/MIR222",4
"NA.NA","NA","NA","BP","GO:1903707","negative regulation of hemopoiesis","4/27","152/17913",7.51210174011101e-05,0.00050433187895988,0.000230314820851641,"MIR155/MIR21/MIR221/MIR222",4
"NA.NA","NA","NA","BP","GO:0048634","regulation of muscle organ development","4/27","153/17913",7.70584068885492e-05,0.000514839501095959,0.000235113369606557,"NIBAN2/MIR199A2/MIR200B/MIR222",4
"NA.NA","NA","NA","BP","GO:0035051","cardiocyte differentiation","4/27","154/17913",7.90319849789476e-05,0.00052297241734873,0.000238827453978185,"MIR199A2/MIR200B/MIR21/MIR222",4
"NA.NA","NA","NA","BP","GO:0045931","positive regulation of mitotic cell cycle","4/27","154/17913",7.90319849789476e-05,0.00052297241734873,0.000238827453978185,"MIR214/MIR221/MIR222/MIR29A",4
"NA.NA","NA","NA","BP","GO:0014888","striated muscle adaptation","3/27","56/17913",8.02614423342655e-05,0.000526073813972935,0.000240243778501169,"MIR155/MIR199A2/MIR214",3
"NA.NA","NA","NA","BP","GO:1903202","negative regulation of oxidative stress-induced cell death","3/27","56/17913",8.02614423342655e-05,0.000526073813972935,0.000240243778501169,"MIR155/MIR21/MIRLET7B",3
"NA.NA","NA","NA","BP","GO:0010665","regulation of cardiac muscle cell apoptotic process","3/27","57/17913",8.46353694048402e-05,0.000549533877403258,0.000250957359243411,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:1900408","negative regulation of cellular response to oxidative stress","3/27","57/17913",8.46353694048402e-05,0.000549533877403258,0.000250957359243411,"MIR155/MIR21/MIRLET7B",3
"NA.NA","NA","NA","BP","GO:0060043","regulation of cardiac muscle cell proliferation","3/27","58/17913",8.91622556552289e-05,0.000576221493323278,0.000263144876503381,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0010662","regulation of striated muscle cell apoptotic process","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:0010830","regulation of myotube differentiation","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"NIBAN2/MIR200B/MIR206",3
"NA.NA","NA","NA","BP","GO:0045071","negative regulation of viral genome replication","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0045843","negative regulation of striated muscle tissue development","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0090342","regulation of cell aging","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"MIR146A/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:1902883","negative regulation of response to oxidative stress","3/27","59/17913",9.38445142326377e-05,0.000587589433085062,0.000268336309206559,"MIR155/MIR21/MIRLET7B",3
"NA.NA","NA","NA","BP","GO:0010950","positive regulation of endopeptidase activity","4/27","161/17913",9.3895346863195e-05,0.000587589433085062,0.000268336309206559,"CCN2/CCN1/MIR205/MIR21",4
"NA.NA","NA","NA","BP","GO:0032103","positive regulation of response to external stimulus","5/27","315/17913",9.56884788368923e-05,0.000596113361402802,0.000272228958284189,"MIR155/MIR206/MIR21/MIR221/MIR222",5
"NA.NA","NA","NA","BP","GO:0048680","positive regulation of axon regeneration","2/27","10/17913",9.77245272866603e-05,0.000603361701952907,0.000275539080695471,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:1902033","regulation of hematopoietic stem cell proliferation","2/27","10/17913",9.77245272866603e-05,0.000603361701952907,0.000275539080695471,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:0010659","cardiac muscle cell apoptotic process","3/27","60/17913",9.86845476770838e-05,0.00060389703290888,0.000275783551962041,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:0048635","negative regulation of muscle organ development","3/27","60/17913",9.86845476770838e-05,0.00060389703290888,0.000275783551962041,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0007568","aging","5/27","318/17913",0.000100053471502038,0.000609576877036643,0.00027837738419301,"CDKN1C/CCN2/MIR146A/MIR21/MIR34A",5
"NA.NA","NA","NA","BP","GO:0034614","cellular response to reactive oxygen species","4/27","165/17913",0.000103249509828959,0.000626289789883553,0.000286009722517892,"MIR155/MIR21/MIR34A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0010658","striated muscle cell apoptotic process","3/27","62/17913",0.000108847496459676,0.000648862446567813,0.000296318048438321,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:0051898","negative regulation of protein kinase B signaling","3/27","62/17913",0.000108847496459676,0.000648862446567813,0.000296318048438321,"MIR137/MIR29A/MIR34A",3
"NA.NA","NA","NA","BP","GO:0070265","necrotic cell death","3/27","62/17913",0.000108847496459676,0.000648862446567813,0.000296318048438321,"MIR155/MIR214/MIR221",3
"NA.NA","NA","NA","BP","GO:1901862","negative regulation of muscle tissue development","3/27","62/17913",0.000108847496459676,0.000648862446567813,0.000296318048438321,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0048771","tissue remodeling","4/27","170/17913",0.000115873983714802,0.0006877842037664,0.000314092569364722,"MIR155/MIR199A2/MIR214/MIR34A",4
"NA.NA","NA","NA","BP","GO:0070572","positive regulation of neuron projection regeneration","2/27","11/17913",0.000119330012194102,0.000702269816444437,0.00032070775953622,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:1903977","positive regulation of glial cell migration","2/27","11/17913",0.000119330012194102,0.000702269816444437,0.00032070775953622,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:0061035","regulation of cartilage development","3/27","66/17913",0.000131171233352494,0.000765442260449366,0.000349556917661544,"CCN2/CCN1/MIR21",3
"NA.NA","NA","NA","BP","GO:1905207","regulation of cardiocyte differentiation","3/27","66/17913",0.000131171233352494,0.000765442260449366,0.000349556917661544,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0038061","NIK/NF-kappaB signaling","4/27","179/17913",0.000141372209977931,0.000821503220165877,0.00037515845195382,"MIR146A/MIR149/MIR182/MIR21",4
"NA.NA","NA","NA","BP","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","2/27","12/17913",0.000143062856516489,0.00082273887868814,0.000375722744006457,"MIR21/MIRLET7B",2
"NA.NA","NA","NA","BP","GO:0060038","cardiac muscle cell proliferation","3/27","68/17913",0.000143369537067131,0.00082273887868814,0.000375722744006457,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0072091","regulation of stem cell proliferation","3/27","68/17913",0.000143369537067131,0.00082273887868814,0.000375722744006457,"MIR137/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0010952","positive regulation of peptidase activity","4/27","180/17913",0.000144436605554788,0.00082543729538129,0.0003769550384205,"CCN2/CCN1/MIR205/MIR21",4
"NA.NA","NA","NA","BP","GO:0051155","positive regulation of striated muscle cell differentiation","3/27","69/17913",0.000149735922286669,0.000852200742890798,0.000389177185930265,"NIBAN2/MIR199A2/MIR206",3
"NA.NA","NA","NA","BP","GO:0010639","negative regulation of organelle organization","5/27","352/17913",0.000161039150549854,0.000912775185288723,0.000416839906513859,"MIR149/MIR155/MIR182/MIR21/MIR214",5
"NA.NA","NA","NA","BP","GO:0001666","response to hypoxia","5/27","354/17913",0.000165352148981535,0.000933396008332501,0.000426256882444344,"MIR146A/MIR155/MIR21/MIR214/MIR34A",5
"NA.NA","NA","NA","BP","GO:0048678","response to axon injury","3/27","75/17913",0.000191819627623644,0.00107840058944512,0.00049247657926481,"MIR221/MIR222/MIR34A",3
"NA.NA","NA","NA","BP","GO:0010421","hydrogen peroxide-mediated programmed cell death","2/27","14/17913",0.000196886692132356,0.00108483782955796,0.000495416293895632,"MIR21/MIRLET7B",2
"NA.NA","NA","NA","BP","GO:0061042","vascular wound healing","2/27","14/17913",0.000196886692132356,0.00108483782955796,0.000495416293895632,"MIR155/MIR34A",2
"NA.NA","NA","NA","BP","GO:0097468","programmed cell death in response to reactive oxygen species","2/27","14/17913",0.000196886692132356,0.00108483782955796,0.000495416293895632,"MIR21/MIRLET7B",2
"NA.NA","NA","NA","BP","GO:1905050","positive regulation of metallopeptidase activity","2/27","14/17913",0.000196886692132356,0.00108483782955796,0.000495416293895632,"MIR205/MIR21",2
"NA.NA","NA","NA","BP","GO:1905064","negative regulation of vascular smooth muscle cell differentiation","2/27","14/17913",0.000196886692132356,0.00108483782955796,0.000495416293895632,"MIR21/MIR221",2
"NA.NA","NA","NA","BP","GO:0052548","regulation of endopeptidase activity","5/27","370/17913",0.000203131251419321,0.0011148036536227,0.000509100880750178,"CCN2/CCN1/MIR205/MIR21/MIRLET7B",5
"NA.NA","NA","NA","BP","GO:0051851","modification by host of symbiont morphology or physiology","3/27","77/17913",0.000207381908730309,0.00113363312163643,0.000517699792961037,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0048762","mesenchymal cell differentiation","4/27","199/17913",0.000212282091001917,0.00115131816413981,0.000525776076784933,"MIR149/MIR21/MIR221/MIR222",4
"NA.NA","NA","NA","BP","GO:0050679","positive regulation of epithelial cell proliferation","4/27","199/17913",0.000212282091001917,0.00115131816413981,0.000525776076784933,"MIR146A/MIR21/MIR29A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0055021","regulation of cardiac muscle tissue growth","3/27","79/17913",0.00022374113373872,0.00120872651547129,0.000551992928631711,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","3/27","80/17913",0.000232225109615763,0.00124967831361323,0.000570694514722333,"MIR146A/MIR221/MIR31",3
"NA.NA","NA","NA","BP","GO:0051702","interaction with symbiont","3/27","81/17913",0.000240914912668543,0.00129141598535114,0.000589754988172689,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0014855","striated muscle cell proliferation","3/27","82/17913",0.00024981271908247,0.00133394204822802,0.000609175498677025,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0051492","regulation of stress fiber assembly","3/27","83/17913",0.000258920695067165,0.00137318807675194,0.000627098105606548,"CCN2/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0010989","negative regulation of low-density lipoprotein particle clearance","2/27","16/17913",0.000259148292141906,0.00137318807675194,0.000627098105606548,"MIR155/MIR199A2",2
"NA.NA","NA","NA","BP","GO:0060420","regulation of heart growth","3/27","84/17913",0.000268240996883241,0.00141594388812795,0.000646623536078523,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:0045844","positive regulation of striated muscle tissue development","3/27","85/17913",0.000277775770869004,0.00144967506079937,0.000662027656490178,"NIBAN2/MIR199A2/MIR222",3
"NA.NA","NA","NA","BP","GO:0048636","positive regulation of muscle organ development","3/27","85/17913",0.000277775770869004,0.00144967506079937,0.000662027656490178,"NIBAN2/MIR199A2/MIR222",3
"NA.NA","NA","NA","BP","GO:1903901","negative regulation of viral life cycle","3/27","85/17913",0.000277775770869004,0.00144967506079937,0.000662027656490178,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0052547","regulation of peptidase activity","5/27","398/17913",0.000284761324334163,0.00148054478027875,0.000676125028098526,"CCN2/CCN1/MIR205/MIR21/MIRLET7B",5
"NA.NA","NA","NA","BP","GO:1901863","positive regulation of muscle tissue development","3/27","86/17913",0.000287527153467121,0.00148932604211621,0.000680135194481657,"NIBAN2/MIR199A2/MIR222",3
"NA.NA","NA","NA","BP","GO:0035988","chondrocyte proliferation","2/27","17/17913",0.000293428387056023,0.00150859278549621,0.000688933798605415,"CCN2/MIR21",2
"NA.NA","NA","NA","BP","GO:1903975","regulation of glial cell migration","2/27","17/17913",0.000293428387056023,0.00150859278549621,0.000688933798605415,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:0051052","regulation of DNA metabolic process","5/27","403/17913",0.000301639619486511,0.00154506516203646,0.000705589753184821,"NIBAN2/MIR146A/MIR155/MIR221/MIR29A",5
"NA.NA","NA","NA","BP","GO:0042632","cholesterol homeostasis","3/27","91/17913",0.000339607281788189,0.00173312498418105,0.000791471621957325,"MIR155/MIR182/MIR34A",3
"NA.NA","NA","NA","BP","GO:0001933","negative regulation of protein phosphorylation","5/27","416/17913",0.000349097843013487,0.00177500851796931,0.000810598706687663,"CDKN1C/MIR137/MIR146A/MIR21/MIR221",5
"NA.NA","NA","NA","BP","GO:0055092","sterol homeostasis","3/27","92/17913",0.000350702630544986,0.00177663640309053,0.00081134211809135,"MIR155/MIR182/MIR34A",3
"NA.NA","NA","NA","BP","GO:0110053","regulation of actin filament organization","4/27","228/17913",0.000356428538873274,0.0017990535374516,0.000821579421144697,"CCN2/MIR149/MIR21/MIR214",4
"NA.NA","NA","NA","BP","GO:0060252","positive regulation of glial cell proliferation","2/27","19/17913",0.000368257538170052,0.0018328586434223,0.000837017304908004,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:1904683","regulation of metalloendopeptidase activity","2/27","19/17913",0.000368257538170052,0.0018328586434223,0.000837017304908004,"MIR205/MIR21",2
"NA.NA","NA","NA","BP","GO:2000774","positive regulation of cellular senescence","2/27","19/17913",0.000368257538170052,0.0018328586434223,0.000837017304908004,"MIR146A/MIR34A",2
"NA.NA","NA","NA","BP","GO:0000302","response to reactive oxygen species","4/27","230/17913",0.000368427117043673,0.0018328586434223,0.000837017304908004,"MIR155/MIR21/MIR34A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0032231","regulation of actin filament bundle assembly","3/27","94/17913",0.000373589252870299,0.00184334637302608,0.00084180676927781,"CCN2/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0110020","regulation of actomyosin structure organization","3/27","94/17913",0.000373589252870299,0.00184334637302608,0.00084180676927781,"CCN2/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0007050","cell cycle arrest","4/27","231/17913",0.000374533861764519,0.00184334637302608,0.00084180676927781,"CDKN1C/CDKN3/MIR200B/MIR34A",4
"NA.NA","NA","NA","BP","GO:0045069","regulation of viral genome replication","3/27","95/17913",0.000385384633241506,0.00189002463749292,0.000863123478704382,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0010660","regulation of muscle cell apoptotic process","3/27","96/17913",0.000397417448215911,0.00194214957909048,0.000886927539258124,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:0030038","contractile actin filament bundle assembly","3/27","97/17913",0.000409689727127519,0.00198807330742933,0.000907899672304751,"CCN2/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0043149","stress fiber assembly","3/27","97/17913",0.000409689727127519,0.00198807330742933,0.000907899672304751,"CCN2/MIR149/MIR21",3
"NA.NA","NA","NA","BP","GO:0048525","negative regulation of viral process","3/27","99/17913",0.000434960746223799,0.00210332416792837,0.000960531644218917,"MIR155/MIR221/MIR222",3
"NA.NA","NA","NA","BP","GO:0097237","cellular response to toxic substance","4/27","241/17913",0.000439660922795983,0.00211864479521548,0.000967528163130715,"MIR155/MIR21/MIR34A/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0010657","muscle cell apoptotic process","3/27","100/17913",0.00044796349727969,0.00215115804422851,0.000982376090525635,"MIR199A2/MIR21/MIR34A",3
"NA.NA","NA","NA","BP","GO:0010985","negative regulation of lipoprotein particle clearance","2/27","21/17913",0.000451405939114139,0.00215273935791329,0.000983098234005385,"MIR155/MIR199A2",2
"NA.NA","NA","NA","BP","GO:0060044","negative regulation of cardiac muscle cell proliferation","2/27","21/17913",0.000451405939114139,0.00215273935791329,0.000983098234005385,"MIR199A2/MIR200B",2
"NA.NA","NA","NA","BP","GO:0031330","negative regulation of cellular catabolic process","4/27","244/17913",0.000460684254009706,0.0021769917891282,0.000994173667828838,"MIR146A/MIR199A2/MIR21/MIRLET7B",4
"NA.NA","NA","NA","BP","GO:0055024","regulation of cardiac muscle tissue development","3/27","101/17913",0.000461213734066928,0.0021769917891282,0.000994173667828838,"MIR199A2/MIR200B/MIR222",3
"NA.NA","NA","NA","BP","GO:1903426","regulation of reactive oxygen species biosynthetic process","3/27","101/17913",0.000461213734066928,0.0021769917891282,0.000994173667828838,"MIR155/MIR199A2/MIR21",3
"NA.NA","NA","NA","BP","GO:0001819","positive regulation of cytokine production","5/27","446/17913",0.000480200546296331,0.00225890256982254,0.00103158012093734,"MIR149/MIR155/MIR182/MIR206/MIR21",5
"NA.NA","NA","NA","BP","GO:0003012","muscle system process","5/27","448/17913",0.000490101500856923,0.00229766229045805,0.0010492806441183,"CCN2/MIR155/MIR199A2/MIR21/MIR214",5
"NA.NA","NA","NA","BP","GO:0010988","regulation of low-density lipoprotein particle clearance","2/27","22/17913",0.000496085141029688,0.00231005303045138,0.00105493916221093,"MIR155/MIR199A2",2
"NA.NA","NA","NA","BP","GO:0071425","hematopoietic stem cell proliferation","2/27","22/17913",0.000496085141029688,0.00231005303045138,0.00105493916221093,"MIR221/MIR222",2
"NA.NA","NA","NA","BP","GO:0002683","negative regulation of immune system process","5/27","451/17913",0.000505241834641215,0.00234479683660671,0.0010708057251315,"MIR155/MIR21/MIR221/MIR222/MIR34A",5
"NA.NA","NA","NA","BP","GO:0042326","negative regulation of phosphorylation","5/27","455/17913",0.000525976484840205,0.00243286113222075,0.00111102232319705,"CDKN1C/MIR137/MIR146A/MIR21/MIR221",5
