"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002688","regulation of leukocyte chemotaxis","13/992","105/17913",0.00526420208336983,0.0105284041667397,0.00391901214990618,"ADAM10/ADAM17/CALR/HMGB1/IL6/IL6R/MAPK14/MAPK3/MIF/OXSR1/RAC1/THBS1/WNK1",13
"BP","GO:0055076","transition metal ion homeostasis","13/992","105/17913",0.00526420208336983,0.0105284041667397,0.00391901214990618,"APP/B2M/CUL1/EGLN1/EPAS1/HIF1A/HMOX1/MYC/PRNP/SLC39A6/SMAD4/TFRC/XIAP",13
"BP","GO:0002828","regulation of type 2 immune response","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"ANXA1/BCL6/CD81/IL6/RARA/STAT6",6
"BP","GO:0003209","cardiac atrium morphogenesis","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"ACVR1/CCN1/ENG/NOTCH1/SOS1/SOX4",6
"BP","GO:0007094","mitotic spindle assembly checkpoint","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:0031577","spindle checkpoint","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:0045939","negative regulation of steroid metabolic process","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"APOE/DKK3/NFKB1/REST/SNAI1/SNAI2",6
"BP","GO:0050779","RNA destabilization","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"FTO/HNRNPD/KHSRP/ROCK1/ROCK2/TNFRSF1B",6
"BP","GO:0051194","positive regulation of cofactor metabolic process","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"ARNT/HIF1A/IGF1/P2RX7/PFKFB3/PRKAA1",6
"BP","GO:0051491","positive regulation of filopodium assembly","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"CDC42/FSCN1/NRP1/SRF/TGFB3/TGFBR1",6
"BP","GO:0071173","spindle assembly checkpoint","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:0071174","mitotic spindle checkpoint","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:0090314","positive regulation of protein targeting to membrane","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"AKT2/ERBB2/FYN/HRAS/PAK1/PRNP",6
"BP","GO:1903319","positive regulation of protein maturation","6/992","30/17913",0.0053681622653363,0.0106920814350792,0.00397993811675996,"ENO1/IL1B/MMP14/PHB/SOX4/SRC",6
"BP","GO:0061640","cytoskeleton-dependent cytokinesis","11/992","82/17913",0.00540990453370848,0.0107715229301439,0.00400950880757262,"APC/AURKB/INCENP/KIF20A/KIF23/PDCD6IP/PLK1/RASA1/RHOA/RHOB/STMN1",11
"BP","GO:0006940","regulation of smooth muscle contraction","9/992","60/17913",0.00547435881903868,0.0108849095476258,0.00405171496954273,"ADA/CAV1/CTTN/F2R/KIT/MIR21/PTGS2/RHOA/SRF",9
"BP","GO:0032371","regulation of sterol transport","9/992","60/17913",0.00547435881903868,0.0108849095476258,0.00405171496954273,"ANXA2/APOE/EGF/LRP1/NFKB1/NFKBIA/NUS1/PPARG/SIRT1",9
"BP","GO:0032374","regulation of cholesterol transport","9/992","60/17913",0.00547435881903868,0.0108849095476258,0.00405171496954273,"ANXA2/APOE/EGF/LRP1/NFKB1/NFKBIA/NUS1/PPARG/SIRT1",9
"BP","GO:0050766","positive regulation of phagocytosis","9/992","60/17913",0.00547435881903868,0.0108849095476258,0.00405171496954273,"CALR/IL1B/ITGAV/LRP1/PPARG/PYCARD/RAB27A/RAP1A/TNF",9
"BP","GO:0005977","glycogen metabolic process","10/992","71/17913",0.00553663128968588,0.0109936533653468,0.00409219293145669,"AKT1/AKT2/CALM1/GSK3A/GSK3B/IGF1/IL6ST/IRS1/MTOR/POMC",10
"BP","GO:0030500","regulation of bone mineralization","10/992","71/17913",0.00553663128968588,0.0109936533653468,0.00409219293145669,"ACVR1/CCN1/HIF1A/ISG15/P2RX7/SMAD3/TFAP2A/TGFB1/TGFB3/TWIST1",10
"BP","GO:0060998","regulation of dendritic spine development","10/992","71/17913",0.00553663128968588,0.0109936533653468,0.00409219293145669,"ADAM10/APOE/ARF6/ASAP1/DNM1L/HDAC2/MAPK6/MTOR/PTEN/TIAM1",10
"BP","GO:1903313","positive regulation of mRNA metabolic process","10/992","71/17913",0.00553663128968588,0.0109936533653468,0.00409219293145669,"AGO2/CCNB1/FTO/HNRNPD/HSF1/HSPA8/KHSRP/PNPT1/ROCK1/ROCK2",10
"BP","GO:0032412","regulation of ion transmembrane transporter activity","23/992","234/17913",0.00554718888466636,0.0110108472043343,0.00409859303377308,"ACTN4/AKAP9/APP/CAB39/CALM1/CALM2/CALM3/CAPN1/CAV1/CNKSR3/GSTM2/KIF5B/MYO5A/OXSR1/PRKCE/PRNP/PTEN/S100A1/SLC9A1/SLC9A3R1/STIM1/TMSB4X/UTRN",23
"BP","GO:0007030","Golgi organization","12/992","94/17913",0.00563074995464859,0.0111690662575109,0.00415748727661612,"AKAP9/CDC42/CDK1/CSNK1A1/MAP2K1/MAP2K2/MAPK1/MAPK3/PRKD1/PRMT5/SYNE1/USO1",12
"BP","GO:0009062","fatty acid catabolic process","12/992","94/17913",0.00563074995464859,0.0111690662575109,0.00415748727661612,"AKT1/AKT2/AMACR/CROT/DECR1/ETFA/IRS1/MTOR/PPARA/PPARD/SESN2/TWIST1",12
"BP","GO:0015931","nucleobase-containing compound transport","22/992","221/17913",0.0056816382043287,0.0112661543880706,0.00419362661523281,"AAAS/AGFG1/EIF4E/EIF5A2/HSF1/IGF2BP3/KHSRP/MCM3AP/P2RX7/PNPT1/RANBP2/SETD2/SFPQ/SLC25A4/SLC33A1/SRSF1/SRSF6/TERF2/TGFBR2/TSC1/U2AF2/XPO1",22
"BP","GO:0032608","interferon-beta production","8/992","50/17913",0.00581211130575407,0.011505203267363,0.00428260833055563,"DDX3X/IRF3/MAVS/PTPN11/PYCARD/TBK1/TMEM173/YY1",8
"BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","8/992","50/17913",0.00581211130575407,0.011505203267363,0.00428260833055563,"CAV1/ERRFI1/MIR146A/NF2/PPP2R1A/PRKCD/SFRP1/SFRP2",8
"BP","GO:0060976","coronary vasculature development","8/992","50/17913",0.00581211130575407,0.011505203267363,0.00428260833055563,"NOTCH1/NRP1/PLXND1/PTK7/SETD2/SRF/TGFBR1/VEGFA",8
"BP","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","8/992","50/17913",0.00581211130575407,0.011505203267363,0.00428260833055563,"ADAM10/CTNND1/FLOT2/HRAS/ITGB3/PRKCI/RAB8A/RAP1A",8
"BP","GO:1905517","macrophage migration","8/992","50/17913",0.00581211130575407,0.011505203267363,0.00428260833055563,"CD200/CD81/EDNRB/MAPK14/MAPK3/MIF/MMP14/THBS1",8
"BP","GO:0048167","regulation of synaptic plasticity","18/992","169/17913",0.00592482009819058,0.011724311350906,0.00436416743751508,"ABL1/APOE/APP/CREB1/GSK3B/HRAS/KIT/KRAS/LZTS1/MAPK1/NF1/PRNP/PTEN/PTGS2/RAB8A/RARA/S100B/SRF",18
"BP","GO:0010820","positive regulation of T cell chemotaxis","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ADAM10/ADAM17/OXSR1/WNK1",4
"BP","GO:0010917","negative regulation of mitochondrial membrane potential","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ARL6IP5/BAX/BNIP3/PMAIP1",4
"BP","GO:0021781","glial cell fate commitment","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"CTNNB1/NRG1/SOX2/TAL1",4
"BP","GO:0031269","pseudopodium assembly","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"APC/CDC42/KIT/SRGAP2",4
"BP","GO:0031937","positive regulation of chromatin silencing","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"DNMT1/SETDB1/SIRT1/TRIM28",4
"BP","GO:0038166","angiotensin-activated signaling pathway","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"CAV1/ROCK1/ROCK2/SRC",4
"BP","GO:0042249","establishment of planar polarity of embryonic epithelium","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"CTHRC1/PTK7/SFRP1/SFRP2",4
"BP","GO:0045064","T-helper 2 cell differentiation","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ANXA1/BCL3/BCL6/RARA",4
"BP","GO:0045618","positive regulation of keratinocyte differentiation","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"MED1/NCOA3/NME2/VDR",4
"BP","GO:0048712","negative regulation of astrocyte differentiation","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"F2/ID4/LDLR/NF1",4
"BP","GO:0051547","regulation of keratinocyte migration","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ADAM9/ARF6/MTOR/PTEN",4
"BP","GO:0060026","convergent extension","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"PTK7/SFRP1/SFRP2/TRIM28",4
"BP","GO:0060911","cardiac cell fate commitment","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ACVR1/DKK1/TBX3/WT1",4
"BP","GO:0061042","vascular wound healing","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"MCAM/MIR155/MIR34A/XBP1",4
"BP","GO:0070669","response to interleukin-2","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"JAK1/SHC1/STAT5A/STAT5B",4
"BP","GO:0071361","cellular response to ethanol","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"DNMT3A/PRKAA1/PRKCE/PTEN",4
"BP","GO:0072216","positive regulation of metanephros development","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"EGR1/LIF/MYC/WT1",4
"BP","GO:1900121","negative regulation of receptor binding","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"B2M/IL10/LEF1/PTPRF",4
"BP","GO:1901213","regulation of transcription from RNA polymerase II promoter involved in heart development","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ACVR1/NOTCH1/SRF/TBX2",4
"BP","GO:1905064","negative regulation of vascular smooth muscle cell differentiation","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"DNMT1/MIR21/MIR221/NFATC2",4
"BP","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ABL1/DKK1/SFRP1/SFRP2",4
"BP","GO:2000345","regulation of hepatocyte proliferation","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"CFLAR/FBXW7/MED1/XBP1",4
"BP","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","4/992","14/17913",0.00598456608196712,0.0117503328623593,0.00437385348470034,"ACTN4/CNKSR3/KIF5B/SLC9A1",4
"BP","GO:0032835","glomerulus development","9/992","61/17913",0.00611415343215949,0.0119856503364285,0.0044614462504564,"BCL2/CFLAR/EGR1/HES1/IL6R/JAG1/NID1/PDGFRA/WT1",9
"BP","GO:2000243","positive regulation of reproductive process","9/992","61/17913",0.00611415343215949,0.0119856503364285,0.0044614462504564,"ACVR1B/AGO2/AURKA/CTNNB1/EDNRB/HDAC2/SIRT2/SRC/WT1",9
"BP","GO:0006073","cellular glucan metabolic process","10/992","72/17913",0.00611888114589046,0.0119856503364285,0.0044614462504564,"AKT1/AKT2/CALM1/GSK3A/GSK3B/IGF1/IL6ST/IRS1/MTOR/POMC",10
"BP","GO:0032413","negative regulation of ion transmembrane transporter activity","10/992","72/17913",0.00611888114589046,0.0119856503364285,0.0044614462504564,"CAB39/CALM1/CALM2/CALM3/CAV1/GSTM2/OXSR1/PRKCE/PTEN/SLC9A3R1",10
"BP","GO:0044042","glucan metabolic process","10/992","72/17913",0.00611888114589046,0.0119856503364285,0.0044614462504564,"AKT1/AKT2/CALM1/GSK3A/GSK3B/IGF1/IL6ST/IRS1/MTOR/POMC",10
"BP","GO:0050000","chromosome localization","10/992","72/17913",0.00611888114589046,0.0119856503364285,0.0044614462504564,"ATM/BECN1/CCNB1/CDCA5/CUL3/KIF22/KIF2C/MAD1L1/MLH1/TERF1",10
"BP","GO:0051303","establishment of chromosome localization","10/992","72/17913",0.00611888114589046,0.0119856503364285,0.0044614462504564,"ATM/BECN1/CCNB1/CDCA5/CUL3/KIF22/KIF2C/MAD1L1/MLH1/TERF1",10
"BP","GO:0000717","nucleotide-excision repair, DNA duplex unwinding","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"DDB2/ERCC2/PARP1/XPA/XPC",5
"BP","GO:0001759","organ induction","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"CTNNB1/DKK1/FGFR1/FRS2/ROBO1",5
"BP","GO:0010155","regulation of proton transport","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"ACTN4/PARK7/SLC9A3R1/TMSB4X/TWIST1",5
"BP","GO:0010988","regulation of low-density lipoprotein particle clearance","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"ANXA2/HNRNPK/KHSRP/MIR155/MIR199A2",5
"BP","GO:0019430","removal of superoxide radicals","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"MIR21/NQO1/PARK7/SOD2/TNF",5
"BP","GO:0032682","negative regulation of chemokine production","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"EPHA2/GSTP1/IL10/IL6/MIR155",5
"BP","GO:0036119","response to platelet-derived growth factor","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"CREB1/ERRFI1/FYN/SRC/YES1",5
"BP","GO:0042094","interleukin-2 biosynthetic process","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"IL1A/IL1B/IRF4/PAWR/STAT5B",5
"BP","GO:0043950","positive regulation of cAMP-mediated signaling","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"CALM1/CALM2/CALM3/GSK3A/PRKCA",5
"BP","GO:0051220","cytoplasmic sequestering of protein","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"FLNA/IL10/MXI1/NFKBIA/TMSB4X",5
"BP","GO:0060390","regulation of SMAD protein signal transduction","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"PARP1/SMAD4/TGFB1/TGFB3/TGFBR1",5
"BP","GO:0071425","hematopoietic stem cell proliferation","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"KITLG/MIR221/MIR222/RUNX1/SFRP2",5
"BP","GO:0150079","negative regulation of neuroinflammatory response","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"CD200/IGF1/LDLR/MIR155/TNFRSF1B",5
"BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"F2/MIR155/MIR221/MIR222/PYCARD",5
"BP","GO:1900078","positive regulation of cellular response to insulin stimulus","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"IRS1/PAK1/PTPN11/SIRT1/SRC",5
"BP","GO:2000050","regulation of non-canonical Wnt signaling pathway","5/992","22/17913",0.00616498767003323,0.0120110609627789,0.00447090490647178,"ABL1/DKK1/SFRP1/SFRP2/TIAM1",5
"BP","GO:0022037","metencephalon development","13/992","107/17913",0.00617366285447654,0.0120239236252397,0.00447569280496673,"ABL1/BCL2/CRK/EZH2/HNRNPD/HSPA5/MAP2K1/NCOA1/PAK1/PTPN11/SDF4/TP53/XRCC1",13
"BP","GO:0003382","epithelial cell morphogenesis","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"FAT1/FLNB/ID1/MET/ROCK1/SPINT2",6
"BP","GO:0010591","regulation of lamellipodium assembly","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"CDC42/EPHA2/FSCN1/MIR214/MTOR/RAC1",6
"BP","GO:0033198","response to ATP","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"HSP90B1/IL1B/P2RX7/PTEN/PTGS2/TAF1",6
"BP","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"ARRB1/BAD/HIF1A/KIF5B/LRP1/RAC1",6
"BP","GO:0045920","negative regulation of exocytosis","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"ANXA1/HMOX1/RAB7A/RAP1A/RAP1B/REST",6
"BP","GO:1900077","negative regulation of cellular response to insulin stimulus","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"GSK3A/IL1B/IRS1/PRKAA1/PRKCD/RELA",6
"BP","GO:1903978","regulation of microglial cell activation","6/992","31/17913",0.00635066380861722,0.01233964827135,0.00459321571770216,"APP/ATM/IL6/LDLR/MIR155/TNF",6
"BP","GO:0006626","protein targeting to mitochondrion","11/992","84/17913",0.00649450542019576,0.0126149134082838,0.00469567829408168,"BAG4/BAP1/BID/FBXW7/GSK3A/HAX1/HPS4/HSP90AA1/HSPA4/HTRA2/PRKAA1",11
"BP","GO:0050806","positive regulation of synaptic transmission","16/992","145/17913",0.00656541638179486,0.0127468462173246,0.00474478794768291,"ABL1/APOE/APP/CREB1/DNM1L/EGFR/GSK3B/KIF5B/MAPK1/NF1/PRKCE/PRNP/PTEN/PTGS2/S100B/TNF",16
"BP","GO:1902305","regulation of sodium ion transmembrane transport","8/992","51/17913",0.00656682353402862,0.0127468462173246,0.00474478794768291,"ACTN4/ATP2B4/CNKSR3/KIF5B/PRKCE/SLC9A1/SLC9A3R1/UTRN",8
"BP","GO:0000724","double-strand break repair via homologous recombination","13/992","108/17913",0.0066730585817096,0.0129487252505573,0.00481993384553411,"ATM/BLM/BRCA1/CHEK1/MCM8/PALB2/PARP1/RAD51/SETD2/SFPQ/TERF2IP/XRCC1/YY1",13
"BP","GO:0014003","oligodendrocyte development","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"CLU/ERCC2/GSTP1/ID4/PTEN/SOX10/TGFB1",7
"BP","GO:0050434","positive regulation of viral transcription","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"CDK9/EP300/JUN/LEF1/SMARCA4/SMARCB1/SP1",7
"BP","GO:0050873","brown fat cell differentiation","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"BNIP3/CEBPB/FTO/MAPK14/MTOR/PTGS2/SIRT1",7
"BP","GO:0060612","adipose tissue development","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"ATF2/CDK4/FTO/PIK3CA/PPARD/SIRT1/XBP1",7
"BP","GO:0072210","metanephric nephron development","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"CTNNB1/EGR1/HES1/LIF/PDGFRA/STAT1/WT1",7
"BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","7/992","41/17913",0.00673597127767201,0.0130446188348907,0.00485562853545569,"ACTN4/CNKSR3/KIF5B/PRKCE/SLC9A1/SLC9A3R1/UTRN",7
"BP","GO:0021536","diencephalon development","10/992","73/17913",0.00674768320379899,0.0130629381114934,0.0048624475620096,"BAX/CDH1/CREB1/ETS1/HES1/NCOA1/NRP1/POU3F2/SOX2/ZEB2",10
"BP","GO:0046365","monosaccharide catabolic process","9/992","62/17913",0.0068099735876654,0.0131791280642173,0.00490569721591828,"BAD/ENO1/FUT8/GAPDH/GLB1/GPI/HK2/TP53/TPI1",9
"BP","GO:0032259","methylation","30/992","336/17913",0.00689488226019585,0.0133389983686244,0.00496520610781282,"ATRX/BRCA1/CARM1/CTNNB1/DNMT1/DNMT3A/EZH2/NIBAN2/FOS/GNAS/KMT2A/MEN1/MGMT/MIR29A/MTAP/MYB/MYC/PARP1/PHF19/PIK3CA/PRMT5/SETD2/SETDB1/SIRT1/SMAD4/SMARCB1/SUZ12/TRIM28/TYMS/WT1",30
"BP","GO:1903901","negative regulation of viral life cycle","11/992","85/17913",0.00709709023113166,0.0137256163189609,0.00510911779858235,"BST2/HMGA2/ISG15/MAVS/MIR155/MIR221/MIR222/SETDB1/TNF/TRIM13/TRIM28",11
"BP","GO:0000725","recombinational repair","13/992","109/17913",0.00720398734159315,0.0139277088604134,0.00518434317109037,"ATM/BLM/BRCA1/CHEK1/MCM8/PALB2/PARP1/RAD51/SETD2/SFPQ/TERF2IP/XRCC1/YY1",13
"BP","GO:0006732","coenzyme metabolic process","32/992","366/17913",0.00728629183857054,0.0140821368422889,0.00524182625472498,"AAAS/ARNT/CROT/ENO1/FASN/G6PD/GAPDH/GPI/HIF1A/HK2/IGF1/LDHA/MDH2/MRI1/NAMPT/NT5E/P2RX7/PDK1/PDK3/PFKFB3/PPARA/PRKAA1/PTGS2/RANBP2/SLC2A1/STAT3/TP53/TP53I3/TPI1/TREX1/TYMS/VCP",32
"BP","GO:0031644","regulation of neurological system process","15/992","134/17913",0.00732135922416491,0.0141451977015844,0.00526529954372953,"AKAP9/APP/DICER1/EDNRB/F2R/HGF/IL10/MTOR/PTEN/ROCK2/S100B/SLC9A1/SOX10/SRC/TNFRSF1B",15
"BP","GO:0007632","visual behavior","8/992","52/17913",0.00739341284301074,0.0142654006950972,0.0053100429810607,"APP/CREB1/HIF1A/ITGB1/KIT/KRAS/MTOR/NF1",8
"BP","GO:0043954","cellular component maintenance","8/992","52/17913",0.00739341284301074,0.0142654006950972,0.0053100429810607,"APOE/ARF6/CTTN/F2R/FYN/IGF1R/PRNP/RASSF8",8
"BP","GO:0060350","endochondral bone morphogenesis","8/992","52/17913",0.00739341284301074,0.0142654006950972,0.0053100429810607,"AXIN2/CARM1/CSGALNACT1/FGFR3/GNAS/MMP14/RARA/TGFBR2",8
"BP","GO:0071320","cellular response to cAMP","8/992","52/17913",0.00739341284301074,0.0142654006950972,0.0053100429810607,"AHR/AKAP9/APEX1/APP/HSPA5/RAP1A/RAP1B/WT1",8
"BP","GO:0060291","long-term synaptic potentiation","10/992","74/17913",0.00742543088433798,0.014322414076874,0.00533126520356963,"ABL1/APOE/APP/CREB1/GSK3B/MAPK1/NF1/PRNP/PTEN/S100B",10
"BP","GO:0010719","negative regulation of epithelial to mesenchymal transition","6/992","32/17913",0.00745751540913839,0.0143604214385799,0.00534541277142057,"DAB2IP/MIR149/PTEN/SFRP1/SFRP2/SMAD7",6
"BP","GO:0030261","chromosome condensation","6/992","32/17913",0.00745751540913839,0.0143604214385799,0.00534541277142057,"AIFM1/CCNB1/CDCA5/CDK1/HMGA2/NCAPG",6
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","6/992","32/17913",0.00745751540913839,0.0143604214385799,0.00534541277142057,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:1903955","positive regulation of protein targeting to mitochondrion","6/992","32/17913",0.00745751540913839,0.0143604214385799,0.00534541277142057,"BAP1/FBXW7/GSK3A/HPS4/HTRA2/PRKAA1",6
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","6/992","32/17913",0.00745751540913839,0.0143604214385799,0.00534541277142057,"APC/ATM/AURKB/CCNB1/MAD1L1/PLK1",6
"BP","GO:0008064","regulation of actin polymerization or depolymerization","16/992","147/17913",0.00747050125765794,0.0143758816504367,0.00535116756171426,"ARF6/BAG4/CTTN/HAX1/ICAM1/MIR214/MTOR/PRKCD/PRKCE/PYCARD/RASA1/RHOA/RICTOR/TMSB4X/VASP/WDR1",16
"BP","GO:1903900","regulation of viral life cycle","16/992","147/17913",0.00747050125765794,0.0143758816504367,0.00535116756171426,"ADAR/BCL2/BST2/DDX3X/HMGA2/HSPA8/ISG15/LGALS1/MAVS/MIR155/MIR221/MIR222/SETDB1/TNF/TRIM13/TRIM28",16
"BP","GO:0002347","response to tumor cell","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"HMGB1/HSPD1/MICA/PVR/TXNIP",5
"BP","GO:0007064","mitotic sister chromatid cohesion","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"ATRX/CDCA5/MAU2/RB1/SMC1A",5
"BP","GO:0030539","male genitalia development","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"CTNNB1/DHCR24/PDGFRA/TBX3/WT1",5
"BP","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"ADA/CD81/CYLD/RELA/RPS3",5
"BP","GO:0051882","mitochondrial depolarization","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"ABL1/BCL2/P2RX7/PARP1/SRC",5
"BP","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"ADAM9/EHD1/GDF15/MAPK14/NFATC2",5
"BP","GO:0071404","cellular response to low-density lipoprotein particle stimulus","5/992","23/17913",0.00752453166024294,0.0144463037502182,0.00537738094223184,"CD81/ITGB1/LDLR/MIR155/PPARG",5
"BP","GO:0071277","cellular response to calcium ion","9/992","63/17913",0.00756488497529444,0.0145189718255155,0.00540443034739242,"BRAF/FOS/FOSB/HSPA5/JUN/JUNB/JUND/PRKAA1/WNK1",9
"BP","GO:1900271","regulation of long-term synaptic potentiation","7/992","42/17913",0.00770577072406157,0.0147844757524172,0.00550325948606309,"ABL1/APOE/APP/CREB1/GSK3B/NF1/PRNP",7
"BP","GO:0001829","trophectodermal cell differentiation","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"ADA/CUL3/JUNB/SRF",4
"BP","GO:0010819","regulation of T cell chemotaxis","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"ADAM10/ADAM17/OXSR1/WNK1",4
"BP","GO:0030730","sequestering of triglyceride","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"IL1B/PPARA/PPARG/TNF",4
"BP","GO:0030852","regulation of granulocyte differentiation","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"HAX1/LEF1/RARA/RUNX1",4
"BP","GO:0031268","pseudopodium organization","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"APC/CDC42/KIT/SRGAP2",4
"BP","GO:0032486","Rap protein signal transduction","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"RAP1A/RAP1B/RAP2B/TIMP2",4
"BP","GO:0033599","regulation of mammary gland epithelial cell proliferation","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"BAX/CCND1/ROBO1/RREB1",4
"BP","GO:0033689","negative regulation of osteoblast proliferation","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"BCL2/PLXNB1/SFRP1/SMAD3",4
"BP","GO:0042535","positive regulation of tumor necrosis factor biosynthetic process","4/992","15/17913",0.00780768098624189,0.0148473933508862,0.00552667944876001,"AKAP12/APP/HSPB1/THBS1",4
